gene	mean	median	longest_isoform	merged
MAPK9	4184	4604	5133	6933
ITGA6	5692	5685	5815	6067
PEBP4	916	916	931	1024
TBC1D2	2936	3176	3264	3611
EMC4	937	937	1022	1022
CD36	2389	1978	4727	5524
KLHL24	7430	7356	9118	9418
UQCRH	576	536	684	684
LOC101928728	2222	2222	2222	2222
GATA4	2818	2640	3416	3816
EGLN3	2565	2565	2706	2706
STARD10	1988	1988	1988	1988
RPL26L1	745	741	776	940
TRIM17	1965	2049	2064	2635
LIMK2	3461	3667	3826	4903
KRTAP1-3	990	990	990	990
SPRY4	5017	5014	5141	5319
SPACA1	1453	1453	1453	1453
ADAMTS10	3355	3355	4251	4344
SNTG2	1906	1906	1906	1906
FRA10AC1	3163	3184	3290	3741
ARFRP1	2515	2512	2588	2674
MICAL1	3498	3429	3680	3949
CSPP1	4690	4718	4778	5374
ACTG1P20	2652	2652	2652	2652
ZNF383	4374	4440	6672	7361
CCL20	832	832	834	834
SCO1	9577	9577	9577	9577
CCL16	1507	1507	1507	1507
RPS6KA3	7987	7987	7987	7987
SMN2	1480	1480	1532	3256
ABCD3	2285	2285	3604	3797
SLC1A4	4015	3900	4563	4705
ST3GAL4	1893	1938	2095	2811
PRKRA	1795	1825	1906	2226
AKR7A2	2566	2566	2619	2619
OR2D2	927	927	927	927
CASK	8394	8261	8831	8831
LINC02574	441	441	441	441
CHRAC1	2340	2354	2481	2511
LCMT1	1269	1269	1352	1352
SAMD14	4805	4805	4847	4847
SCARNA1	166	166	166	166
SULT1A4	1399	1399	1401	2798
MRPS18A	1154	1154	1189	1189
SLC13A3	3970	3974	4079	4228
DOCK9	7183	7666	7868	8825
DGKZ	3674	3591	4072	5332
FRMD6	4556	4787	5044	5221
KANSL3	5015	5072	5295	6348
USP19	4701	4795	4867	5359
SMOC2	3098	3098	3115	3115
ELOVL1	1442	1452	1626	1786
CIAO2B	742	734	824	824
CCNDBP1	3396	3418	3515	3515
MYRIP	4890	4880	5072	5380
SLC39A11	2868	2848	3141	3162
GAB4	2748	2630	3445	3747
ZNF587B	3335	3335	3335	3335
SLC35G2	1797	1796	1949	2061
ARHGAP12	4938	4967	5090	5105
PFKP	2566	2621	2880	3762
PIK3CD	5329	5412	5515	5590
TREH	2700	2700	2747	2747
ZC3H7B	5906	5906	5906	5906
RIC8B	5081	5048	5447	5908
ASCC2	2699	2692	3049	3233
SNORA73A	207	207	207	207
SNORA73B	205	205	205	205
CHPF2	3352	3352	3988	3994
OR1L4	936	936	936	936
OR2B3	1106	1106	1106	1106
CFDP1	1293	1293	1293	1293
CDIPT	1769	1758	1843	1843
TRNAU1AP	1907	1907	2015	2015
ATP5MC2	822	710	2117	2708
IP6K2	1567	1319	2309	3658
MIR3195	84	84	84	84
LIMS4	2039	2350	2552	6258
SNORA61	130	130	130	130
SNORA44	132	132	132	132
SNORA16A	134	134	134	134
CCT4	2317	2317	2376	2391
COL21A1	3706	4163	4247	4596
LINC01715	855	855	1115	1115
RNU11	135	135	135	135
TMEM212	1881	1881	1881	1881
PTAFR	4069	4046	4191	4279
DDR1	3672	3785	3904	4576
RPS6KB1	5411	5427	5758	6164
TRAP1	2143	2143	2223	2223
MAPT	5889	5720	6815	6815
MAPK15	1871	1871	1871	1871
SPPL3	4135	4135	4135	4135
PDE1C	7424	8985	9412	13314
JDP2	4647	4633	5378	5957
MADD	5813	5825	6321	7755
USP48	4047	4413	4419	5193
SLFN11	5135	5090	5675	5675
C21orf62	4004	4006	4081	4081
GCC1	4128	4128	4128	4128
LRFN3	4690	4690	4690	4690
LMNA	2522	2494	3178	4104
ALDH1A2	3371	3329	3700	3725
YTHDC1	6223	6233	6257	6257
SDHD	1323	1339	1469	1523
ERAP2	4727	5268	5806	5989
TGFB2	5891	5878	6004	6004
FAM163A	2122	2925	3081	4471
EMC2	3042	3527	3700	4045
AGBL5	3013	3208	3245	3502
TXNDC11	2662	2871	3195	3195
ANKRD33	1768	1778	1954	1958
IL22	1165	1165	1165	1165
LINC01756	2148	2148	2148	2148
LINC01648	1519	1519	1519	1519
TMEM159	1752	1748	1925	2032
MATN1-AS1	2050	2050	2050	2050
AURKA	2218	2241	2466	2589
MIR4420	77	77	77	77
LINC01778	1020	1020	1020	1020
KATNAL2	2885	2845	3815	4654
ZNF665	4327	4310	4536	4536
VMP1	3620	3585	4015	4054
BRD4	4355	4635	5198	8495
SNORD103A	88	88	88	176
SNORD103B	88	88	88	176
SNORD103C	75	75	75	75
C4orf50	6636	6636	6905	6905
ABCA6	5321	5321	5321	5321
CCPG1	5015	5209	7072	7223
CYB561D2	979	932	1204	2136
PEX2	4286	4295	4385	4541
TSHB	446	446	528	562
ESPN	3492	3480	3543	3570
NRIP2	2757	2757	2757	2757
IFT81	2886	2894	3246	4558
FERMT3	2525	2525	2552	2552
ZNF443	2573	2573	2573	2573
ATP2C1	4026	3612	4940	6049
RNASE4	2048	2029	2164	2275
LINC01226	2741	2741	2741	2741
ATXN1	7500	5216	10636	15688
IL12RB2	3877	3936	4133	4221
VDR	4760	4677	5048	5129
PDE6H	727	727	727	727
SPSB1	3105	3105	3105	3105
LRRTM4	3007	3181	3626	4876
PGGHG	3699	3699	3699	3699
PTPRE	5116	5263	6874	7463
HSD17B7	1013	772	1523	1749
ZKSCAN4	5006	5006	5346	5379
PTCH1	7384	7859	8662	9940
MIR4254	76	76	76	76
PABPC4	3095	3092	3140	3140
SPOCD1	3462	3923	3962	3962
FBXO32	6545	6465	6744	6899
ZNF488	3620	3627	3698	4041
NIT2	7233	7233	7233	7233
FAM47A	2579	2579	2579	2579
OTUD7A	6453	6453	11066	11368
MBLAC1	1224	1224	1224	1224
ELP5	1572	1508	2206	2640
MIR5585	59	59	59	59
DZANK1	3183	3402	3588	3999
ALKBH5	3158	3158	3158	3158
NSUN2	2992	2971	3056	3056
ATG2A	6304	6300	6318	6324
AKAP6	14983	14983	14983	14983
HGH1	2534	2534	2534	5068
RBM34	1872	1845	2092	2092
PSPH	2102	2088	2448	2621
WNK2	7537	7537	8240	8446
INF2	5630	7566	7623	8494
TUBA1C	2718	2983	3101	3297
NAA11	2031	2031	2031	2031
ZNF607	4221	4324	4327	4509
MPV17L2	1578	1578	1578	1578
FOXP1	7690	8388	9068	10252
PPP1R14B	989	989	989	989
CABYR	1576	1305	2262	2404
BCL2L12	1594	1582	1904	1904
CFL2	3334	3124	4306	4783
TLR8	4284	4284	4353	4353
MIRLET7B	83	83	83	83
DKC1	2808	2892	3080	4523
RBIS	852	923	1052	1189
FBXO9	4581	4564	4742	5037
OR1F12	1014	1014	1014	1014
PROCA1	1696	1710	1891	2573
COX7A2	891	905	1075	1369
ATG13	5984	5979	6237	6966
ZBTB8OS	1904	1948	2149	2308
NELL1	3201	3179	3351	3351
HDAC11	2749	2819	2847	2916
FBXO46	3151	3090	3455	3770
WAPL	6297	6297	6310	6310
RPS3A	1225	1225	1581	2021
KRTAP24-1	1642	1642	1642	1642
SOD1	965	965	965	965
THRB	7452	7430	7806	8609
MLPH	3643	3660	3933	4262
ZNF219	2917	2936	3055	3331
MND1	949	929	1090	1129
S100PBP	4259	4239	4345	4456
CREB5	8170	8200	8539	8799
PTMA	1205	1205	1207	1207
ANKRD2	1309	1348	1509	1509
TCF7	3056	3042	3381	4444
MUC17	14276	14276	14352	14352
IGFBP3	2622	2622	2631	2631
ORM2	844	844	844	844
NRP1	4816	5677	5862	5914
STOX2	8568	8568	10507	10545
IL17RB	2016	2016	2016	2016
CHMP2A	955	955	1017	1017
TNFRSF21	3595	3595	3595	3595
CEP41	5585	6216	6292	9460
MAGI2-AS3	2836	986	8492	9308
BOLL	2960	2796	3285	3630
FAM107B	3349	3298	3854	5148
MYO1B	4996	4982	5069	5069
EGFLAM	3961	4441	4744	5228
TMEM209	3503	3469	3745	3774
CLDN24	663	663	663	663
ATP2B1	7032	7062	7264	7761
OCLN	5918	6181	6183	6294
CD34	5283	5283	7969	8164
CASP9	2851	2869	3096	3304
YTHDF3	4904	5071	5310	5450
TM7SF3	4311	4311	4311	4311
TRIM62	3377	3377	3817	3960
PROZ	1526	1526	1555	1563
CNOT4	3548	3546	3783	5388
SLC9A6	4609	4608	4727	4727
MYT1L	7044	7141	7457	8258
MIR3605	100	100	100	100
LINC01088	1011	1011	1011	1011
LINC02525	1429	1429	1443	1443
GIPC3	4410	4410	4410	4410
BHLHE41	3743	3743	3743	3743
WNT4	3968	3968	3968	3968
NRBF2	1814	1814	1816	1901
OSBP2	3812	3798	4261	5159
R3HDM4	1803	1803	1803	1803
TMEFF2	3142	2856	3773	5781
CCDC126	2470	2470	2470	2470
MAIP1	1452	1498	1504	1646
CD276	2972	2953	3292	3531
CYB5B	4262	4262	4262	4262
NOTCH1	9568	9568	9568	9568
LUZP2	5168	5208	5212	5212
CSMD2-AS1	1364	1364	1364	1364
AMY2A	1679	1679	1679	1679
ATP1B2	2962	2962	3341	3417
ATP1B1	2216	2216	2216	2216
ADAMTS13	4169	4369	4951	5257
KLF18	3159	3159	3159	3159
SMIM12	5835	5817	6011	6306
ABHD18	4421	5587	6384	7650
MS4A1	3451	3467	3556	3594
SRR	2401	2401	2482	2493
CRYZ	2086	2069	2303	2303
LOC653160	1887	1887	1887	1887
ZMYM1	4215	4195	4468	4670
MED16	2892	2892	2892	2892
TMEM41B	1983	1469	3798	3961
SASH1	7256	7276	7525	8636
FBXL19	3730	3730	3796	3896
MBNL1	5341	5480	6256	7374
AURKB	1167	1219	1302	1468
ZMYM4-AS1	457	457	457	457
PFN4	1393	1393	1393	1393
C1orf216	2745	2745	2862	3040
SNX4	2451	2451	2512	2512
PTGDR	3002	3002	3048	3048
RIPK1	4162	4131	4517	4774
BBS9	3868	3896	4163	5285
SHD	1523	1523	1910	1926
SLC39A1	2252	2268	2474	3092
EMSY	6982	7007	7049	7049
FAM193A	4937	4841	5522	6267
WDR20	2254	2378	4204	6379
R3HDM2	4433	4426	4638	5450
HOXB6	1815	1815	1954	1954
BNIP2	6042	6027	6147	6342
RPL4	2741	2741	2741	2741
CLCN5	7929	9548	10122	10623
TCEA2	1465	1465	1749	1936
IL17REL	6474	6476	6507	6588
LRCH3	7018	7091	10261	10998
MAGEB3	2306	2306	2306	2306
ZFAND2A	1691	886	4207	4390
RBM45	1816	1808	1840	1846
SH3D21	2434	2434	2544	2604
CHRM3	8480	9120	9407	10492
ZNF506	3275	3275	3323	3323
CCR3	1709	1707	1786	1865
SMARCD1	3221	3221	3283	3283
CYP17A1	1750	1750	1750	1750
OXNAD1	3806	4066	4518	11465
KRT8	1899	1837	2140	2247
SNORA63C	131	131	131	131
CTNNA2	3518	3841	4132	4754
RHBDL2	1871	1871	1883	2008
TP53AIP1	1563	1262	3130	3443
AQR	9597	9597	9597	9597
HILPDA	1331	1331	1364	1412
PARVB	1678	1647	1878	2172
CCDC113	5185	5185	5266	5266
MIR4255	72	72	72	72
LINC01137	1427	1427	1427	1427
TPM1	1797	1680	2900	5436
MIR6732	60	60	60	60
GIT2	4807	5361	5598	6946
CYP3A43	1594	1625	1828	2011
GORASP1	3025	2997	3782	3782
MIR5581	60	60	60	60
PITPNM3	7095	7095	7149	7149
GNL2	2391	2350	2606	2606
C12orf57	692	659	863	1088
GNG13	985	985	985	985
SIRT6	1465	1472	1600	1696
TLR7	5003	5003	5003	5003
SCAND1	1136	1136	1371	1510
ACKR4	2406	2406	2505	2559
CYHR1	1575	1443	2209	3556
HNF1A	3451	3451	3462	3462
EML4	5459	5459	5546	5546
TAS2R30	960	960	960	960
CCDC121	2561	2561	2762	2844
SP100	2878	2152	5412	7650
IQCD	1517	1517	1670	1670
CTCFL	2919	2955	4036	7949
SPINK2	672	679	741	1033
COPZ1	1863	1838	1973	1973
ANLN	4656	4620	4731	4731
EXD3	1679	1484	2781	4846
ANKS4B	4323	4323	4323	4323
ATP7A	7429	8295	8492	8529
DLG1	5034	5034	5402	6566
EPHA10	3772	3772	5477	6641
MANEAL	2612	2581	2858	3107
CCZ1B	1836	1836	1836	1836
MYO1H	4258	4258	4258	4258
EIF4E	11290	11569	11805	12098
INPP5B	4421	4449	4880	5236
ACSF2	1978	2162	2320	2424
POLE2	1770	1783	1865	2010
C1QTNF6	2596	2893	3286	3371
MEIS2	4852	5464	5581	6994
NRSN2	2012	2017	2122	2268
RAP1A	5111	5077	5377	5902
ELOA3C	1641	1641	1641	4923
TST	1115	1115	1125	1153
PSMB6	848	848	872	872
PPP2R5D	2873	2925	2990	2990
TAGLN2	1470	1419	1616	1776
TEKT4	1863	1863	2215	2215
RGS7	2843	2927	3415	3680
L3MBTL4	3692	3506	5633	10037
PFDN5	574	574	596	688
PGRMC1	1821	1821	1879	1919
RUVBL2	1670	1580	1988	2079
CCL27	417	417	417	417
PPP1R13L	3129	3129	3130	3200
MIR3659	99	99	99	99
LINC01343	2283	2283	2283	2283
LINC01685	790	790	790	790
ACCS	2192	2192	2382	2382
DTNA	4786	4522	6522	10639
GLI2	7070	7083	7187	7345
GJA9-MYCBP	3497	2672	5271	5271
LOC105378663	465	465	465	465
TSSK2	1315	1315	1315	1315
CSMD2	13408	13408	13698	13920
PSMG2	1027	1027	1070	1107
AGAP2	5615	5615	5838	6620
PEAK3	2564	2564	2564	2564
TEX9	1670	1670	1782	1782
VPS37A	4556	4519	4694	7816
PPARG	2102	1772	5339	7127
SAA2	1303	1303	2031	2307
TCP1	2359	2359	2367	2453
DGUOK	853	846	1075	1161
OXCT2P1	1804	1804	1804	1804
PPIEL	2599	2612	2830	3307
DDX31	3647	4110	4577	5605
PABPC4-AS1	641	641	641	641
SNORA55	137	137	137	137
CPLANE2	1574	1574	1574	1574
CHTOP	2027	2052	2166	2166
CTSL	1462	1509	1654	1654
PPIE	2748	2791	4368	4737
TRABD2B	7524	7524	7524	7524
LDLRAD1	2228	2216	2376	2376
PDXDC1	3577	4477	4598	6397
LOC101929536	1195	1195	1195	1195
ZNF630	2847	2699	3475	3570
TRIT1	1985	1888	5051	5145
PCM1	7695	8499	9106	10334
SATB2	4671	5313	5567	7667
SCAMP1	6062	6064	6142	6142
SNX13	5789	6373	6655	10776
BZW2	1736	1732	1873	1912
DGCR2	4371	4361	4438	4492
RHOA	1758	1744	1943	2038
TBXAS1	1596	1853	2370	3827
MED30	1577	985	2866	3246
FARP2	2991	2590	4009	4578
PHKG2	3869	3869	5384	5514
TFEB	2199	2163	2354	2780
MIER1	4490	4634	5567	7755
KLHDC4	1881	1884	2012	2020
DCBLD1	3263	3540	3613	3921
IGLL5	1240	1240	1300	1300
KDM5D	6353	6654	6825	7131
ARSD	3684	3684	5145	6305
ANKMY1	3136	3248	3947	6048
SERPINC1	1800	1800	2002	2053
TNIP1	2729	2759	2939	3116
SMAP2	2617	2537	2905	3236
THEMIS2	2015	2136	2713	2724
SLC1A5	2162	1864	2882	3157
FRAT1	2645	2645	2645	2645
NFYC-AS1	3182	3182	3182	3182
CAPG	1347	1284	1541	1772
CSE1L	3468	3504	3723	3800
TAF6	2535	2526	2880	3166
GNAI1	10002	10002	10082	10371
TLE3	5397	5720	5744	5914
FAM236C	457	457	463	926
ASCC1	2620	2633	2920	3525
NBPF15	4537	4537	4802	4802
RPS17	626	609	781	1804
ECD	2317	2222	2999	3185
YY1AP1	2747	2695	3074	3870
SLFNL1-AS1	4800	4800	4800	4800
HTATIP2	1343	1406	1688	2233
PRTFDC1	1900	1900	1939	1939
CT47A5	1293	1293	1293	12930
CT47A6	1293	1293	1293	12930
VTA1	4481	3274	6990	7091
SCMH1	3295	3325	3583	4049
ZBTB48	2296	2281	2347	2347
RANBP1	1196	1137	1460	1950
FLT3LG	1069	1067	1101	1163
SEMA6D	5763	6040	6494	7663
TPTE	2654	2681	2765	2765
SLC12A6	7745	7841	8072	8693
FAM72B	2110	2110	2374	2374
FOXJ3	5243	5264	5333	5774
BTN3A2	3617	3733	4068	4120
SLC8B1	3340	3413	3510	3574
RNPEPL1	5761	5761	5761	5761
ZMYND12	1565	1565	1602	1774
PDE1A	4144	3583	8625	9762
XPC	3569	3596	3720	3875
JADE3	4827	4827	4944	5009
DYRK4	1766	1540	3495	4400
COX4I1	764	754	978	1115
SEZ6L	6494	6542	6584	6585
NANOS1	4017	4017	4017	4017
ZNF365	2898	2948	3988	7514
CLLU1	2552	2552	2831	2831
MDFIC	3838	5312	5312	5519
SP8	3673	3673	3721	3721
PDE4DIP	5694	8084	8885	13529
TMEM154	10534	10534	10534	10534
DENND6A	4646	4646	4646	4646
TKFC	3784	4300	4780	5547
ZNF691	1741	1741	1872	1912
LOC339539	2365	2365	2365	2365
STRA6	2760	2833	3002	5248
SLC2A1-AS1	1124	1124	1124	1124
MEMO1	8114	8105	8519	9014
MIR6733	61	61	61	61
CHAT	2356	2458	2528	2728
RRM2	2956	3258	3434	4535
PLCXD1	4434	5056	5317	5399
PICALM	3985	4059	4133	4298
TRAPPC4	1327	1311	1532	1532
IGF1	5698	7186	7326	7851
LYN	5840	5840	5872	5872
EZR	3060	3060	3069	3121
TOP1MT	1960	1939	2042	2183
RPTOR	6601	6601	6838	6838
MIR6734	68	68	68	68
MCHR2	2950	2950	3757	3772
VPS52	2875	2824	3332	3452
CFAP298	2933	3419	3515	5100
TAMM41	1999	1857	3096	5422
MAP2K3	2221	2239	2364	2444
SZT2-AS1	697	697	697	697
MIR6735	73	73	73	73
GPRC5C	2480	2010	4088	4586
CTNNA1	3250	3206	4224	5455
GLYR1	3554	3475	3884	4134
C18orf54	5632	5782	6401	6402
SCN9A	9755	9755	9760	9793
ORC4	6578	6585	6786	7032
CHIA	1449	1434	1696	1835
DPP10	5917	5950	6360	7067
GPR68	2963	3021	3056	3429
DAG1	5622	5645	5886	6593
ST3GAL6	3417	3428	3630	4318
CLEC4A	1173	1173	1281	1281
MRTO4	2049	2049	2049	2049
ZBED2	2214	2214	2214	2214
MMP11	2166	2166	2261	2261
FOXO4	3561	3561	3644	3644
ZKSCAN3	4571	4687	4804	4804
KDM4A-AS1	1560	1560	1560	1560
MSH4	3269	3269	3269	3269
MSI1	2959	2959	2959	2959
MSMB	436	436	485	494
SECISBP2	3419	3405	3585	3698
ZNF415	2533	2534	2767	3248
HIP1	7932	7932	8009	8009
KIAA1324L	6517	6479	6796	7053
BTD	5526	4118	10233	14482
TTLL7	7921	7980	8005	8005
C2orf49	4524	4524	4587	4587
SLC25A23	3482	3482	3482	3482
CCDC136	2693	2301	4246	4360
YIPF1	1716	1736	1872	1872
MRPL48	1506	1529	1753	1934
IQCB1	2463	2531	2595	2596
MYB	3401	3405	3684	4187
LOC101929592	456	456	456	456
MIR6079	62	62	62	62
KTN1	4735	4743	4907	4913
PTPN20	2376	2314	3071	7160
FSTL5	4811	4805	4832	4835
KLC2	2898	2953	3016	3186
ARL6IP5	2134	2134	2134	2134
ZBTB20	27073	27170	27609	28505
CCDC24	1297	1358	1470	1533
FYTTD1	5834	6733	7117	7572
C15orf62	2470	2470	2470	2470
CENPN	3496	4542	4644	5307
ADGRE2	6399	6399	6791	6791
DSE	7994	10555	11181	15635
THAP1	2066	2066	2161	2167
ENOX1	3154	3331	3506	4314
NOXA1	1571	1614	1635	1635
DHX8	4445	4266	5907	7867
ERI3	1419	1311	1733	1753
UGT2B4	1971	1933	2100	2428
ERI3-IT1	579	579	661	1120
SNORA110	216	216	216	216
TP63	4381	4582	5251	7064
MIR5584	60	60	60	60
TMEM53	2191	2191	2241	2363
ALAS1	2338	2325	2441	2452
ZNF197	5589	7438	7663	7672
SNORD145	100	100	100	100
SPDYE2B	1983	1983	1983	3966
RNU5F-1	116	116	116	116
RNU5D-1	100	100	100	100
SLX1A	999	999	1170	2340
CST8	814	814	894	894
SAE1	2453	2449	2606	2606
SPDYE18	1242	1242	1242	1242
POLR3H	4284	4212	4465	4580
RPGR	2971	2867	4733	6797
ADPRHL1	1940	1940	1993	2153
SNORD160	73	73	73	73
SNORD55	74	74	74	74
SNORD46	98	98	98	98
SNORD38A	71	71	71	71
SNORD38B	69	69	69	69
NSUN3	6430	6430	6430	6430
GAB2	6084	6084	6110	6234
ACTRT2	1437	1437	1437	1437
CDKN2D	1286	1286	1425	1425
DEFB104A	316	316	316	632
S100A16	1245	1184	1446	1658
MSL3	2541	2303	3524	4950
TCAF1	5511	5714	5754	5941
TAOK3	4030	4316	5422	6243
H2AX	1593	1593	1593	1593
CFAP298-TCP10L	6341	7320	7349	8174
TP53TG3B	1688	1720	1887	5683
TP53TG3C	1441	1510	1875	5671
SPDEF	1888	1888	1910	1914
LINC01144	1710	1710	1710	1710
OR2Z1	1056	1056	1056	1056
SUGT1	14234	14256	14288	14384
RAP1GAP	3552	3512	3816	4113
STRIP2	3997	3997	5115	5700
PTDSS1	4905	4905	4990	4990
REXO1	4609	4609	4609	4609
HDHD5	1762	1762	1799	1878
SUPT3H	3345	4162	4394	5210
IFT52	1792	1842	1897	2010
SRMS	2402	2402	2402	2402
GDAP1L1	2638	2616	2855	2973
HELZ	13818	13818	13820	13820
CCDC185	2051	2051	2051	2051
MFSD6L	2256	2256	2256	2256
FSIP1	2767	2767	2816	2816
IL21R	4766	4837	4978	5069
PHTF2	3780	4917	5112	7355
LSP1	1795	1816	2016	3365
NR2F1-AS1	2943	2798	3620	6748
FBXO48	3009	3009	5699	5702
TTC29	2225	2218	2311	2434
RACGAP1	3190	3214	3359	3492
GRIPAP1	3032	3032	3032	3032
SOAT2	2073	2073	2073	2073
FN1	8034	8375	8804	8993
SAMD9	6780	6780	6806	6855
UBAP2L	3830	3926	3998	5331
PBRM1	7818	7796	7987	8482
FASTK	1677	1790	1794	1871
PAX8	3854	3860	4055	4055
CALCB	1044	1044	1044	1044
CACNG1	1300	1300	1300	1300
RPS15AP10	907	907	907	907
PPP1R16A	2914	2921	2961	3238
SLIRP	422	413	487	535
CELF2	7694	8015	9463	11362
LIMS1	3901	4367	4644	6437
GGT5	2429	2490	2497	2589
TOR1AIP2	8181	8184	8432	16079
RNH1	1853	1874	1982	2168
SLAMF1	3810	3674	4105	4105
STIL	5069	5053	5225	5228
CNPY3	1610	1527	3029	3862
SYNCRIP	5607	6765	6889	7931
COA8	1576	1280	3552	4148
LOC101929626	358	358	358	358
ASB11	2777	2778	2803	2994
CFHR4	1815	2060	2063	2063
CCDC142	4117	4117	4128	4128
ISL1	2393	2393	2393	2393
GUCD1	3363	3396	3584	3774
PRKCZ	2322	2327	2536	3840
DMTN	2542	2553	2868	4114
CEMIP2	6077	6118	6152	6152
ZMYND11	3755	3841	4438	6490
NSA2	3728	4261	4446	4518
STK32C	1417	1462	2162	4246
C1orf229	2258	2258	2258	2258
NCBP1	5262	5316	5409	5409
CASP5	1222	1225	1493	1493
LINC01398	1129	1129	1129	1129
CYB5R2	1375	1305	1717	1921
RIC3	5435	5737	5920	7251
MKNK1-AS1	2445	2445	2445	2445
KNCN	2650	2650	2909	2909
PRPSAP2	1885	1889	2040	2429
EXOSC8	1166	1166	1166	1166
ZDHHC22	3414	3414	3421	3610
ZNF543	3690	3690	3690	3690
C2orf66	2256	2256	2256	2256
TMEM222	1659	1640	1755	1855
MOB3C	2813	2813	2822	2985
NMNAT2	5444	5444	5448	5646
ASGR2	1405	1441	1544	1544
SAFB	2980	3056	3064	3064
WDR4	2019	2098	2205	2642
CSRP1	1880	1869	1982	2188
EFCAB14-AS1	541	541	583	583
PHF21A	6879	6867	7116	7457
SH3YL1	2407	2008	3376	7230
CYP4Z2P	1474	1474	1474	1474
NOP2	2700	2706	2760	2939
RHNO1	1918	1926	2072	2457
ODAPH	1843	1852	1895	2062
IDNK	1116	1008	1522	1814
MRPL9	1203	1224	1264	1264
SPATA9	1853	2035	2378	3791
CDK2AP1	1212	1160	1346	1845
TSLP	2932	2610	3834	4185
LMO1	1274	1294	1415	1776
TWNK	2913	3576	3736	3780
INTS11	2135	2114	2629	2629
ANKS1B	3238	3051	6040	7973
MRS2	3481	3881	3980	4490
GC	1768	1779	1842	1983
ICA1	2381	2382	2599	3055
NEDD4L	8422	8409	8633	9763
LINC00853	661	661	661	661
ZNF761	2803	3983	4202	4679
ALDH8A1	2430	2384	2534	2534
ZNF530	3257	3767	4845	5064
CLHC1	5018	5299	5627	6268
PPCS	1918	1927	2485	3117
RNF169	7842	7842	7842	7842
SEZ6	4132	4166	4182	4267
NSMF	4075	3579	6024	6030
PPIAL4A	660	660	660	1980
MIXL1	1977	1977	1989	1989
DPYSL2	4524	4498	4798	5276
CMPK1	2485	2860	2937	3515
PPT2	1851	1896	1906	2015
LINC01389	861	861	861	861
BRCC3	2880	2857	2929	2932
PHF13	3632	3632	3632	3632
SKINT1L	1511	1511	1511	1511
VIPR1	2754	2744	3167	3369
SH2D3C	2769	2683	3052	4152
NDUFS1	9911	11552	11660	11759
SPATA6	4974	4966	5003	5008
SCGB1A1	443	443	443	443
SUMO1	1610	1462	2757	2892
UBE2N	4877	4877	4877	4877
CLEC4M	1793	1736	2289	2310
OPA1	6324	6326	6493	6551
CAMK2G	3422	3668	4545	6335
LSS	4205	4621	4886	5068
MARCKSL1	1433	1433	1546	1546
AGBL4-IT1	514	514	514	514
CD151	1515	1516	1545	1549
SYT8	1447	1447	1457	1457
IFNG	1211	1211	1211	1211
NOS1	11459	11391	12285	12534
HDAC3	1798	1814	1970	2316
NCOR2	8935	8971	9001	9025
ZNF618	9259	9280	9363	9452
MIR4421	69	69	69	69
MIR6500	86	86	86	86
LINC01562	2366	2366	2366	2366
BMPR2	12068	12068	12068	12068
BMPR1B	5465	5448	5575	5968
EPB41	5543	5783	6031	9758
SERPINB4	1675	1675	1707	1707
SMARCB1	5204	5204	5245	5245
SATB1	6634	6368	7916	8498
GABPB2	7384	8644	8855	9006
IL15RA	1690	1699	2016	2914
SMIM32	1695	1695	1695	1695
SFXN2	3965	2684	6770	7047
TTC39A-AS1	650	650	650	650
CDC14B	4578	5157	5746	6536
SEPTIN12	1287	1287	1356	1356
RBM19	4059	4148	4443	5595
TACC1	6855	7295	7965	17183
CHMP1B	3032	3032	3032	3032
GOPC	4585	4585	4597	4597
MRPL47	1193	1193	1353	1361
GRK7	1746	1746	1746	1746
RGSL1	3787	3787	3840	3840
SS18L2	1813	1813	2695	2865
RSL24D1	1889	1889	1889	1889
DUSP6	3406	3406	3625	3625
BIN2	2264	2228	2801	2957
CAB39	3825	3829	3951	4340
HP1BP3	5511	6377	6760	8335
PDC	1212	1212	1234	1331
VPS16	2516	2516	2708	2756
SPRTN	3872	4132	4261	4261
NTPCR	5537	6116	6324	6619
TTC13	3091	3115	3276	3276
CCDC169	3871	5897	6018	6536
COG6	4157	3674	5223	7006
MBD3L5	773	773	773	773
SLC16A3	2056	2060	2087	2482
MXRA7	2342	1833	5671	7871
MAP3K3	4792	4792	4845	4845
TXNDC12-AS1	391	391	391	391
BTF3L4	4516	4533	4576	4643
YJU2	1431	1431	1431	1431
ROBO1	7250	7329	7494	7990
SLC25A35	2401	2080	3398	3952
TSPAN7	1806	1806	1806	1806
TK2	4959	4871	5752	6137
TRIB3	2175	2122	2487	2887
ATRX	11110	11110	11167	11167
SNRPD2	634	643	711	948
PRCP	3501	3489	3720	3873
P2RY2	8644	8619	8753	8848
ZNF493	3838	4799	5022	6357
PALM2AKAP2	7829	7578	9578	16841
TULP3	2524	2524	3077	3077
PDGFRL	1706	1706	1905	1916
MIR513C	84	84	84	84
STX7	10596	15771	15991	16536
NPNT	4572	4564	4651	4702
ECHDC2	1607	1509	1965	2092
TOGARAM1	6314	6265	6424	6488
BCL2L13	4650	4810	5062	6911
DEPDC1B	2411	2411	2504	2504
CIB2	1461	1477	1514	1716
GPR155	7387	7368	7494	7599
WNT5A	5879	5879	6177	6245
XRCC4	1591	1635	1787	2100
PAPOLA	4415	4407	4835	8320
TSR2	4116	4091	4211	4211
INHBE	2460	2460	2460	2460
